57.5,25,18
57.5,23,23
57.5,21,26
85,26.5,18
85,23.5,28
85,24.5,23
107,28,18
107,24.3,28
107,23.9,38
107,23.5,33
107,25.5,23
124,28,18
124,26,23
124,24,28
150,32,18
150,27,28
150,26.5,38
214,36,18
214,30,28
214,29,38
214,34,23
214,29.75,33
263,42,18
263,35,28
263,31.5,38
263,38.5,23
263,32.5,33
